,registro_funcional,num_vinculo,dc_cargo_base,grupo_cargo_base,nivel_cargo_base,segmento_cargo_base,referencia_cargo_comissao,relacao_juridica,qt_hora_jornada_semanal,dc_orgao,qtd_servidores_orgao,ano_nascimento,sexo,raca,pessoa_com_deficiencia,vl_remuneracao_base_mensal,vl_outro_elemento_remuneracao,vl_remuneracao_total_bruta,cedido,tempo_exercicio_dias
1790,7786476,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,BIBLIOTECONOMIA,DAS10,EFETIVO,40,SECRETARIA MUNICIPAL DE CULTURA,1180.0,1965,F,AMARELA,NAO,8077.17,412.23,8489.4,False,4595
1791,7786484,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,BIBLIOTECONOMIA,DAS11,EFETIVO,40,SECRETARIA MUNICIPAL DE CULTURA,1180.0,1983,F,BRANCA,NAO,8220.38,1585.99,9806.37,False,4609
1792,7786492,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,I,BIBLIOTECONOMIA,DAS10,EFETIVO,40,SECRETARIA MUNICIPAL DE CULTURA,1180.0,1967,F,PARDA,NAO,7716.44,750.23,8466.67,False,4609
1793,7786506,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,I,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1984,F,BRANCA,NAO,7346.11,1769.88,9115.99,False,4628
1794,7786522,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,BIBLIOTECONOMIA,DAS10,EFETIVO,40,SECRETARIA MUNICIPAL DE CULTURA,1180.0,1983,F,BRANCA,NAO,8077.17,412.23,8489.4,False,4609
1795,7786549,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,BIBLIOTECONOMIA,DAS11,EFETIVO,40,SECRETARIA MUNICIPAL DE CULTURA,1180.0,1984,M,PARDA,NAO,8220.38,2081.94,10302.32,False,4609
1796,7786565,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,BIBLIOTECONOMIA,DAS10,EFETIVO,40,SECRETARIA MUNICIPAL DE CULTURA,1180.0,1960,F,BRANCA,NAO,8255.84,412.23,8668.07,False,4595
1797,7786573,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,BIBLIOTECONOMIA,DAS10,EFETIVO,40,SECRETARIA MUNICIPAL DE CULTURA,1180.0,1971,F,BRANCA,NAO,8077.17,412.23,8489.4,False,4595
1798,7786581,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,BIBLIOTECONOMIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE CULTURA,1180.0,1975,F,BRANCA,NAO,7575.84,412.23,7988.07,False,4602
1799,7786603,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,BIBLIOTECONOMIA,,EFETIVO,40,PROCURADORIA GERAL DO MUNICIPIO,795.0,1968,F,BRANCA,NAO,7737.56,1485.89,9223.45,False,4609
1800,7786611,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,BIBLIOTECONOMIA,DAS10,EFETIVO,40,SECRETARIA MUNICIPAL DE CULTURA,1180.0,1980,F,BRANCA,NAO,8077.17,412.23,8489.4,False,4609
1801,7786638,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,BIBLIOTECONOMIA,DAS11,EFETIVO,40,SECRETARIA MUNICIPAL DE CULTURA,1180.0,1963,F,BRANCA,NAO,8243.49,412.23,8655.72,False,4606
1802,7786654,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,I,BIBLIOTECONOMIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE CULTURA,1180.0,1966,F,BRANCA,NAO,7215.11,1555.86,8770.97,False,4606
1803,7786662,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1986,M,BRANCA,NAO,7587.59,412.23,7999.82,False,4623
1804,7786697,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1977,F,BRANCA,NAO,7699.76,2402.24,10102.0,False,4623
1805,7786719,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,BIBLIOTECONOMIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE CULTURA,1180.0,1977,F,BRANCA,NAO,7575.84,412.23,7988.07,False,4595
1806,7786727,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,BIBLIOTECONOMIA,,EFETIVO,40,PROCURADORIA GERAL DO MUNICIPIO,795.0,1980,M,BRANCA,NAO,7575.84,1537.46,9113.3,False,4595
1807,7786735,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,BIBLIOTECONOMIA,DAS10,EFETIVO,40,SECRETARIA MUNICIPAL DE CULTURA,1180.0,1981,F,PARDA,NAO,8184.37,1560.36,9744.73,False,4609
1808,7786743,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,I,BIBLIOTECONOMIA,DAS10,EFETIVO,40,SECRETARIA MUNICIPAL DE CULTURA,1180.0,1971,M,BRANCA,NAO,7895.11,1911.51,9806.62,False,4609
1809,7786760,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,BIBLIOTECONOMIA,DAS09,EFETIVO,40,SECRETARIA MUNICIPAL DE CULTURA,1180.0,1970,M,BRANCA,NAO,7933.9,412.23,8346.13,False,4595
1810,7787103,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1984,F,BRANCA,NAO,7651.38,1687.46,9338.84,False,4623
1811,7787138,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1968,F,PRETA,NAO,7575.84,1096.95,8672.79,False,4629
1812,7787154,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,II,AGRONOMIA,,EFETIVO,40,SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE,740.0,1981,M,BRANCA,NAO,8890.71,412.23,9302.94,False,4616
1813,7787171,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,BIBLIOTECONOMIA,DAS12,EFETIVO,40,SECRETARIA MUNICIPAL DE CULTURA,1180.0,1986,F,BRANCA,NAO,8292.02,2254.9,10546.92,False,4595
1814,7787219,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,BIBLIOTECONOMIA,DAS10,EFETIVO,40,GABINETE DO PREFEITO,865.0,1981,M,BRANCA,NAO,8077.17,412.23,8489.4,False,4608
1815,7787332,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1982,F,BRANCA,NAO,7954.42,1139.01,9093.43,False,4626
1816,7787341,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL,898.0,1957,F,BRANCA,NAO,7699.76,412.23,8111.99,False,4605
1817,7787561,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,DAS12,EFETIVO,40,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1975,F,BRANCA,NAO,8292.02,,8292.02,False,4622
1818,7787600,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,BIBLIOTECONOMIA,DAS10,EFETIVO,40,SECRETARIA MUNICIPAL DE CULTURA,1180.0,1984,M,BRANCA,NAO,8132.61,1566.18,9698.79,False,4595
1819,7787634,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1987,F,BRANCA,NAO,7651.38,412.23,8063.61,False,4595
1820,7787669,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1982,F,BRANCA,NAO,7575.84,58.89,7634.73,False,4581
1821,7787693,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1976,M,BRANCA,NAO,7650.19,1105.21,8755.4,False,4595
1822,7787715,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,I,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1979,F,BRANCA,NAO,7289.46,1470.1,8759.56,False,4595
1823,7787880,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1977,F,BRANCA,NAO,7699.76,1110.72,8810.48,False,4591
1824,7787944,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1978,F,BRANCA,NAO,7575.84,412.23,7988.07,False,4588
1825,7787961,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1972,F,BRANCA,NAO,7587.59,1460.9,9048.49,False,4593
1826,7787979,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1966,F,BRANCA,NAO,7661.94,412.23,8074.17,False,4606
1827,7787987,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1985,M,BRANCA,NAO,7725.73,412.23,8137.96,False,4599
1828,7787995,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,BIBLIOTECONOMIA,DAS10,EFETIVO,40,SECRETARIA MUNICIPAL DE CULTURA,1180.0,1954,F,BRANCA,NAO,8077.17,412.23,8489.4,False,4587
1829,7788096,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,I,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1964,F,BRANCA,NAO,6745.1,1320.48,8065.58,False,4588
1830,7788347,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE ESPORTES E LAZER,679.0,1963,M,BRANCA,NAO,7575.84,1674.87,9250.71,False,4584
1831,7788410,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1979,F,BRANCA,NAO,7699.76,412.23,8111.99,False,4584
1832,7788428,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1978,M,NAO INFORMADO,NAO,7699.76,1110.72,8810.48,False,4591
1833,7788622,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,I,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL,898.0,1987,M,BRANCA,NAO,7339.03,2075.98,9415.01,False,4578
1834,7788720,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,I,BIBLIOTECONOMIA,DAS10,EFETIVO,40,SECRETARIA MUNICIPAL DE CULTURA,1180.0,1982,M,PARDA,NAO,7785.6,1709.83,9495.43,False,4574
1835,7788762,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1973,F,BRANCA,SIM,7725.73,412.23,8137.96,False,4579
1836,7788771,1,ANALISTA DE MEIO AMBIENTE,QAA,II,MEIO AMBIENTE,,EFETIVO,40,SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE,740.0,1973,F,PARDA,NAO,7575.84,412.23,7988.07,False,4577
1837,7788886,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,I,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1971,M,BRANCA,NAO,7339.03,412.23,7751.26,False,4580
1838,7788959,2,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,II,AGRONOMIA,,EFETIVO,40,SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE,740.0,1969,F,BRANCA,NAO,8890.71,1678.09,10568.8,False,4425
1839,7789050,3,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ENGENHARIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1978,F,BRANCA,NAO,8309.1,412.23,8721.33,False,3291
1840,7789220,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,"EDUCACAO FISICA, ESPORTES",DAS10,EFETIVO,40,SECRETARIA MUNICIPAL DE ESPORTES E LAZER,679.0,1977,F,BRANCA,NAO,8077.17,1172.28,9249.45,False,4588
1841,7789297,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,DAS10,EFETIVO,40,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1980,F,PRETA,NAO,8255.84,412.23,8668.07,False,4574
1842,7789394,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,BIBLIOTECONOMIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1973,F,PARDA,NAO,7699.76,412.23,8111.99,False,4581
1843,7789408,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,DAS10,EFETIVO,40,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1983,F,BRANCA,NAO,8331.38,1584.86,9916.24,False,4574
1844,7789483,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,I,BIBLIOTECONOMIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1982,M,AMARELA,NAO,7289.46,1607.51,8896.97,False,4581
1845,7789521,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,I,BIBLIOTECONOMIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1958,F,NAO INFORMADO,NAO,7289.46,412.23,7701.69,False,4573
1846,7789645,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,I,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1978,F,BRANCA,NAO,7289.46,412.23,7701.69,False,4573
1847,7790716,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL,898.0,1982,F,BRANCA,NAO,7726.92,1700.05,9426.97,False,4571
1848,7790911,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1981,F,BRANCA,NAO,7575.84,392.6,7968.44,False,4574
1849,7791127,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,I,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1975,F,BRANCA,NAO,7402.77,1410.46,8813.23,False,4563
1850,7791135,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1980,F,BRANCA,NAO,7706.84,412.23,8119.07,False,4574
1851,7791682,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1987,F,BRANCA,NAO,7711.51,750.23,8461.74,False,4567
1852,7791691,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1984,F,BRANCA,NAO,7650.19,412.23,8062.42,False,4566
1853,7791704,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1979,F,BRANCA,NAO,7725.73,1113.6,8839.33,False,4565
1854,7791712,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,I,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1972,F,BRANCA,NAO,6949.35,,6949.35,False,4558
1855,7791968,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1978,F,BRANCA,NAO,7725.73,412.23,8137.96,False,4553
1856,7792212,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,I,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1969,F,BRANCA,NAO,7215.11,392.6,7607.71,False,4552
1857,7792247,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,DAS10,EFETIVO,40,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1982,F,BRANCA,NAO,8077.17,412.23,8489.4,False,4556
1858,7792379,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL,898.0,1984,F,BRANCA,NAO,7575.84,2413.34,9989.18,False,4564
1859,7792387,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1984,M,BRANCA,NAO,7650.19,1471.33,9121.52,False,4565
1860,7792425,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,DAS10,EFETIVO,40,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1977,F,PARDA,NAO,8207.88,412.23,8620.11,False,4567
1861,7792433,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,DAS10,EFETIVO,40,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1957,F,BRANCA,NAO,8184.37,412.23,8596.6,False,4564
1862,7792841,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,II,ENGENHARIA,DAS11,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1968,M,BRANCA,NAO,9551.24,431.48,9982.72,False,4551
1863,7792867,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,DAS12,EFETIVO,40,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1980,F,BRANCA,NAO,8423.53,1600.22,10023.75,False,4566
1864,7792875,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,I,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1981,F,BRANCA,NAO,7365.0,2092.45,9457.45,False,4565
1865,7792964,2,AUDITOR MUNICIPAL DE CONTROLE INTERNO,QPGG,I,GERAL,DAS10,EFETIVO,40,CONTROLADORIA GERAL DO MUNICIPIO,175.0,1987,M,BRANCA,NAO,14405.35,412.23,14817.58,False,941
1866,7793049,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,I,SERVICO SOCIAL,DAS11,EFETIVO,40,SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL,898.0,1972,F,BRANCA,NAO,7859.65,2597.27,10456.92,False,4567
1867,7793227,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1960,F,BRANCA,NAO,7651.38,2889.28,10540.66,False,4551
1868,7793430,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,DAS11,EFETIVO,40,SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL,898.0,1977,F,PARDA,NAO,8429.14,1907.18,10336.32,False,4567
1869,7793456,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,II,ENGENHARIA,DAS15,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1986,M,BRANCA,NAO,10036.26,2084.94,12121.2,False,4546
1870,7793472,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL,898.0,1969,F,BRANCA,NAO,7575.84,1443.24,9019.08,False,4566
1871,7793481,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,DAS11,EFETIVO,40,SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL,898.0,1984,F,BRANCA,NAO,8345.63,1806.01,10151.64,False,4566
1872,7793502,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1973,F,PARDA,NAO,7575.84,1674.87,9250.71,False,4552
1873,7793511,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,I,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1981,F,PARDA,NAO,7238.62,412.23,7650.85,False,4552
1874,7793545,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL,898.0,1982,F,BRANCA,NAO,7575.84,1471.82,9047.66,False,4564
1875,7793553,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL,898.0,1984,F,BRANCA,NAO,7575.84,2127.96,9703.8,False,4564
1876,7793570,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL,898.0,1976,F,BRANCA,NAO,7575.84,2318.12,9893.96,False,4557
1877,7793596,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,DAS11,EFETIVO,40,SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL,898.0,1978,F,BRANCA,NAO,8429.14,2337.33,10766.47,False,4557
1878,7793600,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1969,F,BRANCA,NAO,7801.27,1831.77,9633.04,False,4549
1879,7793626,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1970,F,BRANCA,NAO,7699.76,1499.22,9198.98,False,4546
1880,7793634,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1965,F,PRETA,NAO,7801.27,1471.32,9272.59,False,4556
1881,7793642,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DE DESENVOLVIMENTO ECONOMICO,146.0,1985,F,BRANCA,NAO,7575.84,412.23,7988.07,False,4553
1882,7793651,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1978,F,BRANCA,NAO,7587.59,412.23,7999.82,False,4564
1883,7793669,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,I,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1958,F,BRANCA,NAO,7365.0,1423.8,8788.8,False,4558
1884,7793693,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,DAS11,EFETIVO,40,SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL,898.0,1976,F,BRANCA,NAO,8220.38,1844.21,10064.59,False,4557
1885,7793715,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL,898.0,1972,F,PRETA,NAO,7650.19,1687.26,9337.45,False,4553
1886,7793731,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,I,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL,898.0,1967,F,BRANCA,NAO,7319.07,1088.05,8407.12,False,4553
1887,7793740,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL,898.0,1985,F,BRANCA,NAO,7650.19,1530.22,9180.41,False,4553
1888,7793758,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL,898.0,1969,F,BRANCA,NAO,7650.19,412.23,8062.42,False,4566
1889,7793791,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ENGENHARIA,,EFETIVO,40,SUBPREFEITURA IPIRANGA,138.0,1984,F,BRANCA,NAO,8309.1,5539.4,13848.5,False,4546
1890,7793855,1,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,BIBLIOTECONOMIA,DAS10,EFETIVO,40,SECRETARIA MUNICIPAL DE CULTURA,1180.0,1979,F,PARDA,NAO,8077.17,412.23,8489.4,False,4546
