registro_funcional;num_vinculo;dc_cargo_base;grupo_cargo_base;nivel_cargo_base;segmento_cargo_base;referencia_cargo_comissao;relacao_juridica;qt_hora_jornada_semanal;dc_orgao;qtd_servidores_orgao;ano_nascimento;sexo;raca;pessoa_com_deficiencia;vl_remuneracao_base_mensal;vl_outro_elemento_remuneracao;vl_remuneracao_total_bruta;cedido;tempo_exercicio_dias;tempo_exercicio_dias_padro;vl_remuneracao_total_bruta_padro;k_means4
7784481;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;II;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DA SAUDE;22493.0;1959;F;BRANCA;NAO;8028.77;1536.25;9565.02;False;4641;-0.20167539105123153;-0.5338291728792343;0
7784490;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;II;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1984;F;BRANCA;NAO;7878.88;1529.08;9407.96;False;4641;-0.20167539105123153;-0.5505259127980421;0
7784503;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;II;SERVICO SOCIAL;DAS10;EFETIVO;40;SECRETARIA MUNICIPAL DA SAUDE;22493.0;1973;F;BRANCA;NAO;8380.21;1205.95;9586.16;False;4640;-0.20195406868350663;-0.5315818210271803;0
7784520;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;DAS10;EFETIVO;40;SECRETARIA MUNICIPAL DA SAUDE;22493.0;1981;F;PRETA;NAO;7791.98;1120.97;8912.95;False;4637;-0.20279010158033198;-0.6031494530196706;0
7784546;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;II;SERVICO SOCIAL;DAS11;EFETIVO;40;SECRETARIA MUNICIPAL DA SAUDE;22493.0;1966;F;BRANCA;NAO;8232.34;412.23;8644.57;False;4630;-0.20474084500625775;-0.6316804033533624;0
7784589;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;II;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1987;M;BRANCA;NAO;7575.84;2095.75;9671.59;False;4644;-0.2008393581544062;-0.5224999256288374;0
7784601;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;II;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DA SAUDE;22493.0;1986;F;BRANCA;NAO;7878.88;1849.01;9727.89;False;4629;-0.20501952263853285;-0.516514783279233;0
7784619;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;II;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DA SAUDE;22493.0;1986;F;PARDA;NAO;8104.31;1155.67;9259.98;False;4637;-0.20279010158033198;-0.5662573757624197;0
7784627;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;II;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DA SAUDE;22493.0;1981;M;BRANCA;NAO;7651.38;412.23;8063.61;False;4643;-0.2011180357866813;-0.6934411191513411;0
7784635;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;II;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DA SAUDE;22493.0;1975;F;BRANCA;NAO;7954.42;1139.01;9093.43;False;4626;-0.2058555555353582;-0.5839629789298552;0
7784643;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;II;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DA SAUDE;22493.0;1983;F;BRANCA;NAO;7575.84;1458.94;9034.78;False;4637;-0.20279010158033198;-0.5901979451608375;0
7784686;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;II;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DA SAUDE;22493.0;1979;F;BRANCA;NAO;7587.59;1460.9;9048.49;False;4633;-0.20390481210943243;-0.588740462006076;0
7784716;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;II;SERVICO SOCIAL;DAS11;EFETIVO;40;SECRETARIA MUNICIPAL DA SAUDE;22493.0;1980;F;BRANCA;NAO;8523.42;412.23;8935.65;False;4627;-0.20557687790308307;-0.6007362606335958;0
7784830;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;II;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DA SAUDE;22493.0;1981;M;BRANCA;NAO;7878.88;3351.55;11230.43;False;4630;-0.20474084500625775;-0.3567827089279956;0
7784872;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DA SAUDE;22493.0;1986;F;PARDA;NAO;7290.65;412.23;7702.88;False;4626;-0.2058555555353582;-0.7317896164830073;0
7785101;2;ANALISTA PLANEJAMENTO DESENV ORGANIZACIONAL;QAA;I;CIENCIAS CONTABEIS;DAS12;EFETIVO;40;GABINETE DO PREFEITO;865.0;1986;F;PRETA;NAO;7653.78;412.23;8066.01;False;2571;-0.7785380898607107;-0.6931859798682317;1
7785224;1;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;II;BIBLIOTECONOMIA;;EFETIVO;40;SECRETARIA MUNICIPAL DE EDUCACAO;82094.0;1964;F;BRANCA;NAO;7953.23;412.23;8365.46;False;4623;-0.20669158843218352;-0.6613520388986217;0
7785291;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DA SAUDE;22493.0;1984;F;BRANCA;NAO;7215.11;412.23;7627.34;False;4644;-0.2008393581544062;-0.7398201254188709;0
7785305;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;II;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE DESENVOLVIMENTO ECONOMICO;146.0;1983;F;AMARELA;NAO;7575.84;412.23;7988.07;False;4623;-0.20669158843218352;-0.7014716280872046;0
7785313;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;II;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DA SAUDE;22493.0;1979;F;BRANCA;NAO;7954.42;412.23;8366.65;False;4628;-0.20529820027080797;-0.6612255323374133;0
7785364;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;II;SERVICO SOCIAL;DAS10;EFETIVO;40;SECRETARIA MUNICIPAL DA SAUDE;22493.0;1964;F;BRANCA;NAO;8380.21;1632.26;10012.47;False;4627;-0.20557687790308307;-0.4862616427845539;0
7785402;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;II;SERVICO SOCIAL;DAS10;EFETIVO;40;SECRETARIA MUNICIPAL DA SAUDE;22493.0;1970;F;BRANCA;NAO;8184.37;1560.36;9744.73;False;4640;-0.20195406868350663;-0.5147245559760831;0
7785437;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;II;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DA SAUDE;22493.0;1971;F;BRANCA;NAO;7964.98;412.23;8377.21;False;4629;-0.20501952263853285;-0.6601029194917327;0
7785445;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DA SAUDE;22493.0;1985;F;BRANCA;NAO;7350.78;412.23;7763.01;False;4637;-0.20279010158033198;-0.7253973143607744;0
7785461;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DA SAUDE;22493.0;1951;F;BRANCA;NAO;7238.62;510.03;7748.65;False;4630;-0.20474084500625775;-0.7269238977380447;0
7785470;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;II;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DA SAUDE;22493.0;1972;F;BRANCA;NAO;8029.96;314.08;8344.04;False;4648;-0.19972464762530576;-0.6636291570003716;0
7785534;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;II;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DA SAUDE;22493.0;1982;F;BRANCA;NAO;7650.19;1687.26;9337.45;False;4609;-0.21059307528403506;-0.5580216923197223;0
7785551;1;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;II;BIBLIOTECONOMIA;;EFETIVO;40;SECRETARIA MUNICIPAL DE EDUCACAO;82094.0;1948;M;BRANCA;NAO;7953.23;412.23;8365.46;False;4644;-0.2008393581544062;-0.6613520388986217;0
7785640;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;II;SERVICO SOCIAL;DAS10;EFETIVO;40;SECRETARIA MUNICIPAL DA SAUDE;22493.0;1975;F;BRANCA;NAO;8380.21;412.23;8792.44;False;4627;-0.20557687790308307;-0.6159606342727938;0
7785666;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DA SAUDE;22493.0;1974;F;PARDA;NAO;7365.0;1711.35;9076.35;False;4637;-0.20279010158033198;-0.585778720161316;0
7785739;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;II;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DA SAUDE;22493.0;1986;F;BRANCA;NAO;7575.84;2095.75;9671.59;False;4629;-0.20501952263853285;-0.5224999256288374;0
7785801;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;II;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DA SAUDE;22493.0;1983;F;BRANCA;NAO;7726.92;1484.12;9211.04;False;4643;-0.2011180357866813;-0.5714600909771557;0
7785810;1;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;II;EDUCACAO FISICA, ESPORTES;;EFETIVO;40;SECRETARIA MUNICIPAL DE EDUCACAO;82094.0;1981;F;PARDA;NAO;7575.84;1458.94;9034.78;False;4616;-0.2086423318581093;-0.5901979451608375;0
7785976;1;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;II;BIBLIOTECONOMIA;;EFETIVO;40;SECRETARIA MUNICIPAL DE CULTURA;1180.0;1974;F;PARDA;NAO;7899.28;412.23;8311.51;False;4609;-0.21059307528403506;-0.6670873573668482;0
7786018;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;II;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DA SAUDE;22493.0;1967;F;BRANCA;NAO;7953.23;5825.83;13779.06;False;4623;-0.20669158843218352;-0.08584286263186108;0
7786026;1;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;II;BIBLIOTECONOMIA;;EFETIVO;40;SECRETARIA MUNICIPAL DE CULTURA;1180.0;1979;F;BRANCA;NAO;7818.42;412.23;8230.65;False;4609;-0.21059307528403506;-0.6756834250469373;0
7786034;1;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;II;BIBLIOTECONOMIA;;EFETIVO;40;SECRETARIA MUNICIPAL DE CULTURA;1180.0;1978;F;BRANCA;NAO;7737.56;1505.52;9243.08;False;4609;-0.21059307528403506;-0.5680539815476473;0
7786042;1;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;II;BIBLIOTECONOMIA;DAS10;EFETIVO;40;SECRETARIA MUNICIPAL DE CULTURA;1180.0;1980;F;BRANCA;NAO;8077.17;1932.34;10009.51;False;4595;-0.2144945621358866;-0.48657631456705525;0
7786051;1;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;II;BIBLIOTECONOMIA;DAS10;EFETIVO;40;SECRETARIA MUNICIPAL DE CULTURA;1180.0;1984;F;BRANCA;NAO;8077.17;412.23;8489.4;False;4609;-0.21059307528403506;-0.6481762210867216;0
7786107;1;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;II;BIBLIOTECONOMIA;DAS12;EFETIVO;40;SECRETARIA MUNICIPAL DE CULTURA;1180.0;1975;F;BRANCA;NAO;8292.02;412.23;8704.25;False;4609;-0.21059307528403506;-0.6253359398467124;0
7786115;1;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;II;BIBLIOTECONOMIA;DAS10;EFETIVO;40;SECRETARIA MUNICIPAL DE CULTURA;1180.0;1981;F;BRANCA;NAO;8077.17;1562.13;9639.3;False;4609;-0.21059307528403506;-0.5259326120670031;0
7786140;1;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;II;BIBLIOTECONOMIA;DAS10;EFETIVO;40;SECRETARIA MUNICIPAL DE CULTURA;1180.0;1977;F;BRANCA;NAO;8077.17;1152.65;9229.82;False;4609;-0.21059307528403506;-0.569463626086826;0
7786158;1;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;II;BIBLIOTECONOMIA;DAS10;EFETIVO;40;SECRETARIA MUNICIPAL DE CULTURA;1180.0;1960;M;BRANCA;NAO;8077.17;3267.77;11344.94;False;4609;-0.21059307528403506;-0.34460937588264556;0
7786166;1;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;II;BIBLIOTECONOMIA;;EFETIVO;40;SECRETARIA MUNICIPAL DE CULTURA;1180.0;1983;F;BRANCA;NAO;7575.84;314.08;7889.92;False;4609;-0.21059307528403506;-0.7119057616860266;0
7786174;1;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;II;BIBLIOTECONOMIA;DAS10;EFETIVO;40;SECRETARIA MUNICIPAL DE CULTURA;1180.0;1981;F;PARDA;NAO;8184.37;412.23;8596.6;False;4609;-0.21059307528403506;-0.6367799997745084;0
7786182;1;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;II;BIBLIOTECONOMIA;DAS11;EFETIVO;40;SECRETARIA MUNICIPAL DE CULTURA;1180.0;1982;F;PRETA;NAO;8220.38;1944.53;10164.91;False;4609;-0.21059307528403506;-0.4700560459857315;0
7786204;1;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;II;BIBLIOTECONOMIA;DAS10;EFETIVO;40;SECRETARIA MUNICIPAL DE CULTURA;1180.0;1980;F;PARDA;NAO;8077.17;1542.5;9619.67;False;4609;-0.21059307528403506;-0.5280194387867675;0
7786212;1;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;II;BIBLIOTECONOMIA;DAS10;EFETIVO;40;SECRETARIA MUNICIPAL DE CULTURA;1180.0;1977;F;BRANCA;NAO;8184.37;412.23;8596.6;False;4609;-0.21059307528403506;-0.6367799997745084;0
7786221;1;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;II;BIBLIOTECONOMIA;;EFETIVO;40;SECRETARIA MUNICIPAL DE CULTURA;1180.0;1986;F;BRANCA;NAO;7575.84;412.23;7988.07;False;4609;-0.21059307528403506;-0.7014716280872046;0
7786247;1;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;II;BIBLIOTECONOMIA;DAS10;EFETIVO;40;SECRETARIA MUNICIPAL DE CULTURA;1180.0;1985;M;BRANCA;NAO;8077.17;412.23;8489.4;False;4609;-0.21059307528403506;-0.6481762210867216;0
7786263;1;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;II;BIBLIOTECONOMIA;DAS10;EFETIVO;40;SECRETARIA MUNICIPAL DE CULTURA;1180.0;1974;M;PRETA;NAO;8077.17;1152.65;9229.82;False;4609;-0.21059307528403506;-0.569463626086826;0
7786271;1;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;II;BIBLIOTECONOMIA;DAS14;EFETIVO;40;SECRETARIA MUNICIPAL DE CULTURA;1180.0;1973;F;PRETA;NAO;8506.87;1830.04;10336.91;False;4609;-0.21059307528403506;-0.4517710640295687;0
7786280;1;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;I;BIBLIOTECONOMIA;DAS11;EFETIVO;40;SECRETARIA MUNICIPAL DE CULTURA;1180.0;1983;F;BRANCA;NAO;7859.65;;7859.65;False;4595;-0.2144945621358866;-0.715123705894242;0
7786301;1;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;I;BIBLIOTECONOMIA;DAS10;EFETIVO;40;SECRETARIA MUNICIPAL DE CULTURA;1180.0;1978;F;PRETA;NAO;7716.44;412.23;8128.67;False;4595;-0.2144945621358866;-0.6865247184183878;0
7786310;1;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;I;BIBLIOTECONOMIA;;EFETIVO;40;SECRETARIA MUNICIPAL DE CULTURA;1180.0;1984;F;BRANCA;NAO;7376.83;1814.2;9191.03;False;4595;-0.2144945621358866;-0.5735873147500791;0
7786336;1;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;II;BIBLIOTECONOMIA;DAS10;EFETIVO;40;SECRETARIA MUNICIPAL DE CULTURA;1180.0;1976;F;BRANCA;NAO;8077.17;1562.13;9639.3;False;4595;-0.2144945621358866;-0.5259326120670031;0
7786425;1;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;II;BIBLIOTECONOMIA;DAS10;EFETIVO;40;SECRETARIA MUNICIPAL DE CULTURA;1180.0;1982;M;PRETA;NAO;8232.79;412.23;8645.02;False;4595;-0.2144945621358866;-0.6316325647377793;0
7786476;1;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;II;BIBLIOTECONOMIA;DAS10;EFETIVO;40;SECRETARIA MUNICIPAL DE CULTURA;1180.0;1965;F;AMARELA;NAO;8077.17;412.23;8489.4;False;4595;-0.2144945621358866;-0.6481762210867216;0
7786484;1;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;II;BIBLIOTECONOMIA;DAS11;EFETIVO;40;SECRETARIA MUNICIPAL DE CULTURA;1180.0;1983;F;BRANCA;NAO;8220.38;1585.99;9806.37;False;4609;-0.21059307528403506;-0.5081717287215605;0
7786492;1;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;I;BIBLIOTECONOMIA;DAS10;EFETIVO;40;SECRETARIA MUNICIPAL DE CULTURA;1180.0;1967;F;PARDA;NAO;7716.44;750.23;8466.67;False;4609;-0.21059307528403506;-0.6505926027138353;0
7786506;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;I;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DA SAUDE;22493.0;1984;F;BRANCA;NAO;7346.11;1769.88;9115.99;False;4628;-0.20529820027080797;-0.5815646696686283;0
7786522;1;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;II;BIBLIOTECONOMIA;DAS10;EFETIVO;40;SECRETARIA MUNICIPAL DE CULTURA;1180.0;1983;F;BRANCA;NAO;8077.17;412.23;8489.4;False;4609;-0.21059307528403506;-0.6481762210867216;0
7786549;1;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;II;BIBLIOTECONOMIA;DAS11;EFETIVO;40;SECRETARIA MUNICIPAL DE CULTURA;1180.0;1984;M;PARDA;NAO;8220.38;2081.94;10302.32;False;4609;-0.21059307528403506;-0.4554482589473807;0
7786565;1;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;II;BIBLIOTECONOMIA;DAS10;EFETIVO;40;SECRETARIA MUNICIPAL DE CULTURA;1180.0;1960;F;BRANCA;NAO;8255.84;412.23;8668.07;False;4595;-0.2144945621358866;-0.6291821645395843;0
7786573;1;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;II;BIBLIOTECONOMIA;DAS10;EFETIVO;40;SECRETARIA MUNICIPAL DE CULTURA;1180.0;1971;F;BRANCA;NAO;8077.17;412.23;8489.4;False;4595;-0.2144945621358866;-0.6481762210867216;0
7786581;1;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;II;BIBLIOTECONOMIA;;EFETIVO;40;SECRETARIA MUNICIPAL DE CULTURA;1180.0;1975;F;BRANCA;NAO;7575.84;412.23;7988.07;False;4602;-0.21254381870996084;-0.7014716280872046;0
7786603;1;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;II;BIBLIOTECONOMIA;;EFETIVO;40;PROCURADORIA GERAL DO MUNICIPIO;795.0;1968;F;BRANCA;NAO;7737.56;1485.89;9223.45;False;4609;-0.21059307528403506;-0.5701408082674116;0
7786611;1;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;II;BIBLIOTECONOMIA;DAS10;EFETIVO;40;SECRETARIA MUNICIPAL DE CULTURA;1180.0;1980;F;BRANCA;NAO;8077.17;412.23;8489.4;False;4609;-0.21059307528403506;-0.6481762210867216;0
7786638;1;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;II;BIBLIOTECONOMIA;DAS11;EFETIVO;40;SECRETARIA MUNICIPAL DE CULTURA;1180.0;1963;F;BRANCA;NAO;8243.49;412.23;8655.72;False;4606;-0.21142910818086041;-0.6304950687672507;0
7786654;1;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;I;BIBLIOTECONOMIA;;EFETIVO;40;SECRETARIA MUNICIPAL DE CULTURA;1180.0;1966;F;BRANCA;NAO;7215.11;1555.86;8770.97;False;4606;-0.21142910818086041;-0.6182430677762754;0
7786662;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;II;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DA SAUDE;22493.0;1986;M;BRANCA;NAO;7587.59;412.23;7999.82;False;4623;-0.20669158843218352;-0.7002225086803157;0
7786697;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;II;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DA SAUDE;22493.0;1977;F;BRANCA;NAO;7699.76;2402.24;10102.0;False;4623;-0.20669158843218352;-0.4767438844442326;0
7786719;1;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;II;BIBLIOTECONOMIA;;EFETIVO;40;SECRETARIA MUNICIPAL DE CULTURA;1180.0;1977;F;BRANCA;NAO;7575.84;412.23;7988.07;False;4595;-0.2144945621358866;-0.7014716280872046;0
7786727;1;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;II;BIBLIOTECONOMIA;;EFETIVO;40;PROCURADORIA GERAL DO MUNICIPIO;795.0;1980;M;BRANCA;NAO;7575.84;1537.46;9113.3;False;4595;-0.2144945621358866;-0.58185063828178;0
7786735;1;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;II;BIBLIOTECONOMIA;DAS10;EFETIVO;40;SECRETARIA MUNICIPAL DE CULTURA;1180.0;1981;F;PARDA;NAO;8184.37;1560.36;9744.73;False;4609;-0.21059307528403506;-0.5147245559760831;0
7786743;1;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;I;BIBLIOTECONOMIA;DAS10;EFETIVO;40;SECRETARIA MUNICIPAL DE CULTURA;1180.0;1971;M;BRANCA;NAO;7895.11;1911.51;9806.62;False;4609;-0.21059307528403506;-0.5081451517129032;0
7786760;1;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;II;BIBLIOTECONOMIA;DAS09;EFETIVO;40;SECRETARIA MUNICIPAL DE CULTURA;1180.0;1970;M;BRANCA;NAO;7933.9;412.23;8346.13;False;4595;-0.2144945621358866;-0.6634069732079975;0
7787103;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;II;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DA SAUDE;22493.0;1984;F;BRANCA;NAO;7651.38;1687.46;9338.84;False;4623;-0.20669158843218352;-0.5578739241515883;0
7787138;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;II;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DA SAUDE;22493.0;1968;F;PRETA;NAO;7575.84;1096.95;8672.79;False;4629;-0.20501952263853285;-0.628680390616136;0
7787154;1;PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA;QEAG;II;AGRONOMIA;;EFETIVO;40;SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE;740.0;1981;M;BRANCA;NAO;8890.71;412.23;9302.94;False;4616;-0.2086423318581093;-0.5616903825947641;0
7787171;1;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;II;BIBLIOTECONOMIA;DAS12;EFETIVO;40;SECRETARIA MUNICIPAL DE CULTURA;1180.0;1986;F;BRANCA;NAO;8292.02;2254.9;10546.92;False;4595;-0.2144945621358866;-0.42944531367716315;0
7787219;1;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;II;BIBLIOTECONOMIA;DAS10;EFETIVO;40;GABINETE DO PREFEITO;865.0;1981;M;BRANCA;NAO;8077.17;412.23;8489.4;False;4608;-0.2108717529163102;-0.6481762210867216;0
7787332;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;II;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DA SAUDE;22493.0;1982;F;BRANCA;NAO;7954.42;1139.01;9093.43;False;4626;-0.2058555555353582;-0.5839629789298552;0
7787341;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;II;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL;898.0;1957;F;BRANCA;NAO;7699.76;412.23;8111.99;False;4605;-0.2117077858131355;-0.6882979364359971;0
7787561;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;II;SERVICO SOCIAL;DAS12;EFETIVO;40;SECRETARIA MUNICIPAL DA SAUDE;22493.0;1975;F;BRANCA;NAO;8292.02;;8292.02;False;4622;-0.20697026606445862;-0.6691593009617646;0
7787600;1;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;II;BIBLIOTECONOMIA;DAS10;EFETIVO;40;SECRETARIA MUNICIPAL DE CULTURA;1180.0;1984;M;BRANCA;NAO;8132.61;1566.18;9698.79;False;4595;-0.2144945621358866;-0.5196083470869325;0
7787634;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;II;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DA SAUDE;22493.0;1987;F;BRANCA;NAO;7651.38;412.23;8063.61;False;4595;-0.2144945621358866;-0.6934411191513411;0
7787669;1;ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL;QAA;II;SERVICO SOCIAL;;EFETIVO;30;SECRETARIA MUNICIPAL DA SAUDE;22493.0;1982;F;BRANCA;NAO;7575.84;58.89;7634.73;False;4581;-0.21839604898773818;-0.7390345090429637;0
7787693;1;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;II;EDUCACAO FISICA, ESPORTES;;EFETIVO;40;SECRETARIA MUNICIPAL DE EDUCACAO;82094.0;1976;M;BRANCA;NAO;7650.19;1105.21;8755.4;False;4595;-0.2144945621358866;-0.6198982838754465;0
7787715;1;ANALISTA DE INFORMACOES CULTURA E DESPORTO;QAA;I;EDUCACAO FISICA, ESPORTES;;EFETIVO;40;SECRETARIA MUNICIPAL DE EDUCACAO;82094.0;1979;F;BRANCA;NAO;7289.46;1470.1;8759.56;False;4595;-0.2144945621358866;-0.6194560424513905;0
